
==================================================
ARCUS-X RUN START
Run ID: 2026-09-06T12:11:50
Model: MAI-Thinking-1
Total Probes: 2700
==================================================

------------------------------
EXECUTION COMPATIBILITY
Provider: azure
Model: MAI-Thinking-1
Adaptations:
- max_tokens -> max_completion_tokens
  (reason: [UNSUPPORTED_PARAMETER] provider=azure model=MAI-Thinking-1 time=2026-09-06T16:12:16.817090 status=400 code=invalid_request_error retryable=False recoverable=True feature=max_tokens: `max_tokens` is not supported; use `max_completion_tokens` instead.)
------------------------------

=== RAW STREAM ENTRY (Tokens: 170) ===
Parameters: z=78, gravity=3.0, tier=2, grid=default
Grid: 5x5
InitialState: (2, 0)
[9,6]
[8,6]
[8,5]
[7,5]
[7,4]
[7,5]
[6,5]
[6,6]
[5,6]
[5,7]
[5,0]
[5,1]
[5,2]
[5,3]
[5,4]
[4,4]
[4,5]
[4,4]
[4,3]
[3,3]
[3,4]
[2,4]
[3,4]
[3,5]
[3,6]
[4,6]
[3,6]
[3,7]
[2,7]
[1,7]
[2,7]
[1,7]
[1,0]
[0,0]
[0,7]
[0,6]
[11,6]
[11,7]
[10,7]
[10,6]
[10,5]
[10,4]
[9,4]
[8,4]
[9,4]
[9,5]
[9,6]
[10,6]
[10,5]
[11,5]
[10,5]
[10,4]
[10,5]
[10,6]
[10,7]
[10,0]
[10,1]
[10,0]
[10,7]
[9,7]
[10,7]
[10,0]
[9,0]
[8,0]
[8,1]
[9,1]
[8,1]
[9,1]

==============================

=== RAW STREAM ENTRY (Tokens: 260) ===
Parameters: z=142, gravity=15.0, tier=0, grid=default
Grid: 6x8
InitialState: (0, 0)
Actions: ['east', 'south', 'south', 'south', 'south', 'south', 'west', 'south', 'west', 'west', 'west', 'west', 'north', 'east', 'north', 'east', 'east', 'south', 'east', 'south', 'east', 'west', 'east', 'north', 'south', 'west', 'east', 'east', 'south', 'north', 'south', 'south', 'north', 'north', 'south', 'west', 'west', 'east', 'north', 'west', 'north', 'west', 'south', 'west', 'west', 'east', 'east', 'east', 'west', 'north', 'north', 'north', 'east', 'west', 'south', 'south', 'north', 'west', 'east', 'east', 'north', 'north', 'west', 'north', 'east', 'east', 'north', 'north', 'north', 'east', 'east', 'north', 'north', 'west', 'north', 'east', 'west', 'south', 'east', 'north', 'east', 'east', 'east', 'west', 'east', 'west', 'east', 'south', 'south', 'south', 'west', 'south', 'north', 'south', 'east', 'north', 'north', 'north', 'north', 'south', 'east', 'west', 'south', 'south', 'north', 'west', 'west', 'east', 'east', 'east', 'west', 'west', 'south', 'east', 'north', 'south', 'west', 'north', 'west', 'north', 'south', 'west', 'east', 'north', 'west', 'north', 'north', 'north', 'east', 'east', 'west', 'west', 'south', 'east', 'south', 'north', 'north', 'south', 'west', 'east', 'east', 'east']
TransitionRules: {'north': {'dx': 0, 'dy': 1}, 'south': {'dx': 0, 'dy': -1}, 'east': {'dx': 1, 'dy': 0}, 'west': {'dx': -1, 'dy': 0}}
EnvironmentMetadata: seed=6430, tier=0, gravity=15.0, z=142, grid_key=default, model_id=MAI-Thinking-1, tier_name=baseline, experiment_hash=a538d55b33eebb2de4017db74318e4d89b65b59daec00cfe8b3e1081c850e86c
Latency(ms): 44683.249
InputTokens: 3840
OutputTokens: 3197
------------------------------
[MODEL OUTPUT]:
[0,0]
[1,0]
[1,7]
[1,6]
[1,5]
[1,4]
[1,3]
[0,3]
[0,2]
[5,2]
[4,2]
[3,2]
[2,2]
[2,3]
[3,3]
[3,4]
[4,4]
[5,4]
[5,3]
[0,3]
[0,2]
[1,2]
[0,2]
[1,2]
[1,3]
[1,2]
[0,2]
[1,2]
[2,2]
[2,1]
[2,2]
[2,1]
[2,0]
[2,1]
[2,2]
[2,1]
[1,1]
[0,1]
[1,1]
[1,2]
[0,2]
[0,3]
[5,3]
[5,2]
[4,2]
[3,2]
[4,2]
[5,2]
[0,2]
[5,2]
[5,3]
[5,4]
[5,5]
[0,5]
[5,5]
[5,4]
[5,3]
[5,4]
[4,4]
[5,4]
[0,4]
[0,5]
[0,6]
[5,6]
[5,7]
[0,7]
[1,7]
[1,0]
[1,1]
[1,2]
[2,2]
[3,2]
[3,3]
[3,4]
[2,4]
[2,5]
[3,5]
[2,5]
[2,4]
[3,4]
[3,5]
[4,5]
[5,5]
[0,5]
[5,5]
[0,5]
[5,5]
[0,5]
[0,4]
[0,3]
[0,2]
[5,2]
[5,1]
[5,2]
[5,1]
[0,1]
[0,2]
[0,3]
[0,4]
[0,5]
[0,4]
[1,4]
[0,4]
[0,3]
[0,2]
[0,3]
[5,3]
[4,3]
[5,3]
[0,3]
[1,3]
[0,3]
[5,3]
[5,2]
[0,2]
[0,3]
[0,2]
[5,2]
[5,3]
[4,3]
[4,4]
[4,3]
[3,3]
[4,3]
[4,4]
[3,4]
[3,5]
[3,6]
[3,7]
[4,7]
[5,7]
[4,7]
[3,7]
[3,6]
[4,6]
[4,5]
[4,6]
[4,7]
[4,6]
[3,6]
[4,6]
[5,6]
[0,6]

[GROUND TRUTH EXPECTED]:
[0,0]
[1,0]
[1,7]
[1,6]
[1,5]
[1,4]
[1,3]
[0,3]
[0,2]
[5,2]
[4,2]
[3,2]
[2,2]
[2,3]
[3,3]
[3,4]
[4,4]
[5,4]
[5,3]
[0,3]
[0,2]
[1,2]
[0,2]
[1,2]
[1,3]
[1,2]
[0,2]
[1,2]
[2,2]
[2,1]
[2,2]
[2,1]
[2,0]
[2,1]
[2,2]
[2,1]
[1,1]
[0,1]
[1,1]
[1,2]
[0,2]
[0,3]
[5,3]
[5,2]
[4,2]
[3,2]
[4,2]
[5,2]
[0,2]
[5,2]
[5,3]
[5,4]
[5,5]
[0,5]
[5,5]
[5,4]
[5,3]
[5,4]
[4,4]
[5,4]
[0,4]
[0,5]
[0,6]
[5,6]
[5,7]
[0,7]
[1,7]
[1,0]
[1,1]
[1,2]
[2,2]
[3,2]
[3,3]
[3,4]
[2,4]
[2,5]
[3,5]
[2,5]
[2,4]
[3,4]
[3,5]
[4,5]
[5,5]
[0,5]
[5,5]
[0,5]
[5,5]
[0,5]
[0,4]
[0,3]
[0,2]
[5,2]
[5,1]
[5,2]
[5,1]
[0,1]
[0,2]
[0,3]
[0,4]
[0,5]
[0,4]
[1,4]
[0,4]
[0,3]
[0,2]
[0,3]
[5,3]
[4,3]
[5,3]
[0,3]
[1,3]
[0,3]
[5,3]
[5,2]
[0,2]
[0,3]
[0,2]
[5,2]
[5,3]
[4,3]
[4,4]
[4,3]
[3,3]
[4,3]
[4,4]
[3,4]
[3,5]
[3,6]
[3,7]
[4,7]
[5,7]
[4,7]
[3,7]
[3,6]
[4,6]
[4,5]
[4,6]
[4,7]
[4,6]
[3,6]
[4,6]
[5,6]
[0,6]

==============================

=== RAW STREAM ENTRY (Tokens: 62) ===
Parameters: z=142, gravity=15.0, tier=1, grid=default
Grid: 9x5
InitialState: (8, 0)
Actions: ['north', 'south', 'east', 'south', 'north', 'south', 'south', 'east', 'east', 'east', 'north', 'south', 'east', 'north', 'south', 'north', 'north', 'east', 'west', 'north', 'south', 'west', 'north', 'south', 'north', 'east', 'south', 'south', 'north', 'south', 'east', 'east', 'east', 'north', 'north', 'north', 'east', 'south', 'east', 'west', 'north', 'east', 'north', 'north', 'south', 'west', 'south', 'north', 'west', 'south', 'north', 'south', 'north', 'north', 'east', 'west', 'east', 'north', 'south', 'west', 'west', 'north', 'east', 'north', 'west', 'west', 'east', 'west', 'north', 'north', 'west', 'east', 'south', 'west', 'north', 'west', 'south', 'west', 'east', 'south', 'south', 'south', 'south', 'north', 'north', 'north', 'north', 'north', 'east', 'north', 'north', 'south', 'north', 'north', 'south', 'north', 'west', 'east', 'west', 'south', 'east', 'south', 'north', 'west', 'west', 'west', 'south', 'south', 'south', 'south', 'south', 'north', 'south', 'south', 'north', 'south', 'west', 'south', 'south', 'east', 'west', 'west', 'east', 'west', 'west', 'east', 'north', 'west', 'south', 'north', 'west', 'north', 'south', 'east', 'south', 'west', 'west', 'south', 'east', 'north', 'north', 'west']
TransitionRules: {'north': {'dx': 0, 'dy': 1}, 'south': {'dx': 0, 'dy': -1}, 'east': {'dx': 1, 'dy': 0}, 'west': {'dx': -1, 'dy': 0}}
EnvironmentMetadata: seed=6430, tier=1, gravity=15.0, z=142, grid_key=default, model_id=MAI-Thinking-1, tier_name=semantic_disruption, experiment_hash=aec842a7d2ef8651ac51531cf658ed952a51d5b68a2c6f6295b365ea396ef439
Latency(ms): 61553.963
InputTokens: 2937
OutputTokens: 2
------------------------------
[MODEL OUTPUT]:
[EXCEPTION]

[GROUND TRUTH EXPECTED]:
[8,0]
[8,1]
[8,0]
[0,0]
[0,4]
[0,0]
[0,4]
[0,3]
[1,3]
[2,3]
[3,3]
[3,4]
[3,3]
[4,3]
[4,4]
[4,3]
[4,4]
[4,0]
[5,0]
[4,0]
[4,1]
[4,0]
[3,0]
[3,1]
[3,0]
[3,1]
[4,1]
[4,0]
[4,4]
[4,0]
[4,4]
[5,4]
[6,4]
[7,4]
[7,0]
[7,1]
[7,2]
[8,2]
[8,1]
[0,1]
[8,1]
[8,2]
[0,2]
[0,3]
[0,4]
[0,3]
[8,3]
[8,2]
[8,3]
[7,3]
[7,2]
[7,3]
[7,2]
[7,3]
[7,4]
[8,4]
[7,4]
[8,4]
[8,0]
[8,4]
[7,4]
[6,4]
[6,0]
[7,0]
[7,1]
[6,1]
[5,1]
[6,1]
[5,1]
[5,2]
[5,3]
[4,3]
[5,3]
[5,2]
[4,2]
[4,3]
[3,3]
[3,2]
[2,2]
[3,2]
[3,1]
[3,0]
[3,4]
[3,3]
[3,4]
[3,0]
[3,1]
[3,2]
[3,3]
[4,3]
[4,4]
[4,0]
[4,4]
[4,0]
[4,1]
[4,0]
[4,1]
[3,1]
[4,1]
[3,1]
[3,0]
[4,0]
[4,4]
[4,0]
[3,0]
[2,0]
[1,0]
[1,4]
[1,3]
[1,2]
[1,1]
[1,0]
[1,1]
[1,0]
[1,4]
[1,0]
[1,4]
[0,4]
[0,3]
[0,2]
[1,2]
[0,2]
[8,2]
[0,2]
[8,2]
[7,2]
[8,2]
[8,3]
[7,3]
[7,2]
[7,3]
[6,3]
[6,4]
[6,3]
[7,3]
[7,2]
[6,2]
[5,2]
[5,1]
[6,1]
[6,2]
[6,3]
[5,3]

==============================

=== RAW STREAM ENTRY (Tokens: 260) ===
Parameters: z=142, gravity=15.0, tier=2, grid=default
Grid: 9x5
InitialState: (7, 4)
Actions: ['east', 'north', 'north', 'west', 'east', 'south', 'south', 'south', 'north', 'north', 'west', 'north', 'south', 'north', 'north', 'east', 'north', 'south', 'south', 'east', 'east', 'east', 'west', 'north', 'north', 'south', 'south', 'east', 'north', 'east', 'south', 'west', 'east', 'north', 'south', 'north', 'south', 'south', 'east', 'south', 'north', 'north', 'east', 'west', 'north', 'west', 'south', 'east', 'west', 'west', 'west', 'east', 'south', 'east', 'south', 'south', 'north', 'north', 'north', 'west', 'north', 'east', 'west', 'west', 'north', 'east', 'south', 'west', 'north', 'south', 'south', 'south', 'west', 'north', 'north', 'west', 'north', 'west', 'north', 'east', 'south', 'north', 'south', 'south', 'west', 'west', 'east', 'east', 'east', 'west', 'south', 'east', 'east', 'south', 'east', 'north', 'north', 'south', 'west', 'east', 'east', 'east', 'west', 'north', 'east', 'west', 'south', 'west', 'north', 'north', 'north', 'west', 'north', 'south', 'east', 'west', 'west', 'north', 'east', 'west', 'south', 'east', 'west', 'east', 'south', 'east', 'east', 'east', 'east', 'east', 'north', 'west', 'west', 'south', 'east', 'west', 'east', 'south', 'south', 'east', 'west', 'north']
TransitionRules: {'north': {'dx': 0, 'dy': -1}, 'south': {'dx': 0, 'dy': 1}, 'east': {'dx': 1, 'dy': 0}, 'west': {'dx': -1, 'dy': 0}}
EnvironmentMetadata: seed=6430, tier=2, gravity=15.0, z=142, grid_key=default, model_id=MAI-Thinking-1, tier_name=attribute_inversion, experiment_hash=c7da577f71781ef730c801b50e8325b1924daec3269bc0fe71951d24c21100f1
Latency(ms): 49835.926
InputTokens: 3840
OutputTokens: 3413
------------------------------
[MODEL OUTPUT]:
[7,4]
[8,4]
[8,3]
[8,2]
[7,2]
[8,2]
[8,3]
[8,4]
[8,0]
[8,4]
[8,3]
[7,3]
[7,2]
[7,3]
[7,2]
[7,1]
[8,1]
[8,0]
[8,1]
[8,2]
[0,2]
[1,2]
[2,2]
[1,2]
[1,1]
[1,0]
[1,1]
[1,2]
[2,2]
[2,1]
[3,1]
[3,2]
[2,2]
[3,2]
[3,1]
[3,2]
[3,1]
[3,2]
[3,3]
[4,3]
[4,4]
[4,3]
[4,2]
[5,2]
[4,2]
[4,1]
[3,1]
[3,2]
[4,2]
[3,2]
[2,2]
[1,2]
[2,2]
[2,3]
[3,3]
[3,4]
[3,0]
[3,4]
[3,3]
[3,2]
[2,2]
[2,1]
[3,1]
[2,1]
[1,1]
[1,0]
[2,0]
[2,1]
[1,1]
[1,0]
[1,1]
[1,2]
[1,3]
[0,3]
[0,2]
[0,1]
[8,1]
[8,0]
[7,0]
[7,4]
[8,4]
[8,0]
[8,4]
[8,0]
[8,1]
[7,1]
[6,1]
[7,1]
[8,1]
[0,1]
[8,1]
[8,2]
[0,2]
[1,2]
[1,3]
[2,3]
[2,2]
[2,1]
[2,2]
[1,2]
[2,2]
[3,2]
[4,2]
[3,2]
[3,1]
[4,1]
[3,1]
[3,2]
[2,2]
[2,1]
[2,0]
[2,4]
[1,4]
[1,3]
[1,4]
[2,4]
[1,4]
[0,4]
[0,3]
[1,3]
[0,3]
[0,4]
[1,4]
[0,4]
[1,4]
[1,0]
[2,0]
[3,0]
[4,0]
[5,0]
[6,0]
[6,4]
[5,4]
[4,4]
[4,0]
[5,0]
[4,0]
[5,0]
[5,1]
[5,2]
[6,2]
[5,2]
[5,1]

[GROUND TRUTH EXPECTED]:
[7,4]
[8,4]
[8,3]
[8,2]
[7,2]
[8,2]
[8,3]
[8,4]
[8,0]
[8,4]
[8,3]
[7,3]
[7,2]
[7,3]
[7,2]
[7,1]
[8,1]
[8,0]
[8,1]
[8,2]
[0,2]
[1,2]
[2,2]
[1,2]
[1,1]
[1,0]
[1,1]
[1,2]
[2,2]
[2,1]
[3,1]
[3,2]
[2,2]
[3,2]
[3,1]
[3,2]
[3,1]
[3,2]
[3,3]
[4,3]
[4,4]
[4,3]
[4,2]
[5,2]
[4,2]
[4,1]
[3,1]
[3,2]
[4,2]
[3,2]
[2,2]
[1,2]
[2,2]
[2,3]
[3,3]
[3,4]
[3,0]
[3,4]
[3,3]
[3,2]
[2,2]
[2,1]
[3,1]
[2,1]
[1,1]
[1,0]
[2,0]
[2,1]
[1,1]
[1,0]
[1,1]
[1,2]
[1,3]
[0,3]
[0,2]
[0,1]
[8,1]
[8,0]
[7,0]
[7,4]
[8,4]
[8,0]
[8,4]
[8,0]
[8,1]
[7,1]
[6,1]
[7,1]
[8,1]
[0,1]
[8,1]
[8,2]
[0,2]
[1,2]
[1,3]
[2,3]
[2,2]
[2,1]
[2,2]
[1,2]
[2,2]
[3,2]
[4,2]
[3,2]
[3,1]
[4,1]
[3,1]
[3,2]
[2,2]
[2,1]
[2,0]
[2,4]
[1,4]
[1,3]
[1,4]
[2,4]
[1,4]
[0,4]
[0,3]
[1,3]
[0,3]
[0,4]
[1,4]
[0,4]
[1,4]
[1,0]
[2,0]
[3,0]
[4,0]
[5,0]
[6,0]
[6,4]
[5,4]
[4,4]
[4,0]
[5,0]
[4,0]
[5,0]
[5,1]
[5,2]
[6,2]
[5,2]
[5,1]

==============================

=== RAW STREAM ENTRY (Tokens: 62) ===
Parameters: z=142, gravity=15.0, tier=3, grid=default
Grid: 9x8
InitialState: (6, 5)
Actions: ['east', 'east', 'north', 'north', 'west', 'south', 'west', 'north', 'west', 'east', 'west', 'east', 'south', 'east', 'west', 'east', 'east', 'north', 'south', 'north', 'south', 'south', 'north', 'south', 'west', 'west', 'south', 'east', 'north', 'north', 'south', 'south', 'west', 'west', 'west', 'south', 'south', 'north', 'south', 'south', 'south', 'north', 'north', 'east', 'east', 'east', 'north', 'east', 'east', 'north', 'north', 'east', 'east', 'south', 'north', 'south', 'south', 'north', 'north', 'north', 'south', 'north', 'east', 'south', 'west', 'west', 'west', 'east', 'north', 'west', 'east', 'south', 'south', 'east', 'east', 'west', 'west', 'north', 'west', 'east', 'north', 'west', 'west', 'west', 'south', 'west', 'south', 'north', 'south', 'west', 'south', 'south', 'east', 'north', 'west', 'west', 'west', 'west', 'east', 'west', 'east', 'south', 'east', 'north', 'west', 'west', 'east', 'north', 'south', 'south', 'east', 'south', 'west', 'south', 'east', 'north', 'north', 'north', 'west', 'west', 'east', 'south', 'south', 'south', 'east', 'south', 'north', 'east', 'south', 'east', 'west', 'north', 'east', 'east', 'west', 'north', 'west', 'west', 'north', 'north', 'west', 'north']
TransitionRules: {'north': {'dx': -1, 'dy': 0}, 'south': {'dx': 1, 'dy': 0}, 'east': {'dx': 0, 'dy': 1}, 'west': {'dx': 0, 'dy': -1}}
EnvironmentMetadata: seed=6430, tier=3, gravity=15.0, z=142, grid_key=default, model_id=MAI-Thinking-1, tier_name=coordinate_transformation, experiment_hash=c7602baf577978c658820cbe2e10b5cb91f3022de5b6b1d166c7b3700a43dda0
Latency(ms): 61149.810
InputTokens: 2898
OutputTokens: 2
------------------------------
[MODEL OUTPUT]:
[EXCEPTION]

[GROUND TRUTH EXPECTED]:
[6,5]
[6,6]
[6,7]
[5,7]
[4,7]
[4,6]
[5,6]
[5,5]
[4,5]
[4,4]
[4,5]
[4,4]
[4,5]
[5,5]
[5,6]
[5,5]
[5,6]
[5,7]
[4,7]
[5,7]
[4,7]
[5,7]
[6,7]
[5,7]
[6,7]
[6,6]
[6,5]
[7,5]
[7,6]
[6,6]
[5,6]
[6,6]
[7,6]
[7,5]
[7,4]
[7,3]
[8,3]
[0,3]
[8,3]
[0,3]
[1,3]
[2,3]
[1,3]
[0,3]
[0,4]
[0,5]
[0,6]
[8,6]
[8,7]
[8,0]
[7,0]
[6,0]
[6,1]
[6,2]
[7,2]
[6,2]
[7,2]
[8,2]
[7,2]
[6,2]
[5,2]
[6,2]
[5,2]
[5,3]
[6,3]
[6,2]
[6,1]
[6,0]
[6,1]
[5,1]
[5,0]
[5,1]
[6,1]
[7,1]
[7,2]
[7,3]
[7,2]
[7,1]
[6,1]
[6,0]
[6,1]
[5,1]
[5,0]
[5,7]
[5,6]
[6,6]
[6,5]
[7,5]
[6,5]
[7,5]
[7,4]
[8,4]
[0,4]
[0,5]
[8,5]
[8,4]
[8,3]
[8,2]
[8,1]
[8,2]
[8,1]
[8,2]
[0,2]
[0,3]
[8,3]
[8,2]
[8,1]
[8,2]
[7,2]
[8,2]
[0,2]
[0,3]
[1,3]
[1,2]
[2,2]
[2,3]
[1,3]
[0,3]
[8,3]
[8,2]
[8,1]
[8,2]
[0,2]
[1,2]
[2,2]
[2,3]
[3,3]
[2,3]
[2,4]
[3,4]
[3,5]
[3,4]
[2,4]
[2,5]
[2,6]
[2,5]
[1,5]
[1,4]
[1,3]
[0,3]
[8,3]
[8,2]
[7,2]

==============================

=== RAW STREAM ENTRY (Tokens: 62) ===
Parameters: z=142, gravity=15.0, tier=0, grid=default
Grid: 11x8
InitialState: (9, 7)
Actions: ['north', 'south', 'west', 'west', 'east', 'north', 'east', 'north', 'south', 'south', 'west', 'east', 'east', 'east', 'west', 'south', 'east', 'north', 'south', 'south', 'west', 'east', 'west', 'north', 'east', 'north', 'east', 'north', 'north', 'east', 'east', 'east', 'west', 'south', 'east', 'south', 'north', 'west', 'east', 'east', 'south', 'west', 'west', 'north', 'south', 'south', 'east', 'west', 'south', 'west', 'east', 'south', 'north', 'east', 'north', 'north', 'south', 'south', 'north', 'south', 'east', 'south', 'north', 'north', 'north', 'north', 'west', 'west', 'south', 'south', 'north', 'south', 'north', 'west', 'east', 'north', 'south', 'west', 'east', 'east', 'east', 'north', 'east', 'north', 'north', 'north', 'south', 'east', 'north', 'west', 'east', 'south', 'south', 'north', 'north', 'south', 'south', 'east', 'north', 'east', 'south', 'west', 'north', 'east', 'south', 'east', 'east', 'west', 'west', 'east', 'east', 'south', 'west', 'east', 'west', 'east', 'north', 'north', 'south', 'west', 'north', 'east', 'west', 'west', 'south', 'west', 'west', 'north', 'south', 'west', 'north', 'east', 'west', 'south', 'west', 'west', 'south', 'south', 'north', 'east', 'south', 'west']
TransitionRules: {'north': {'dx': 0, 'dy': 1}, 'south': {'dx': 0, 'dy': -1}, 'east': {'dx': 1, 'dy': 0}, 'west': {'dx': -1, 'dy': 0}}
EnvironmentMetadata: seed=6430, tier=0, gravity=15.0, z=142, grid_key=default, model_id=MAI-Thinking-1, tier_name=baseline, experiment_hash=7410ecaa132ebd54c83b76e1636625d8f2997d40b2bebe0a78ea38d83d4dce1f
Latency(ms): 61371.185
InputTokens: 2898
OutputTokens: 2
------------------------------
[MODEL OUTPUT]:
[EXCEPTION]

[GROUND TRUTH EXPECTED]:
[9,7]
[9,0]
[9,7]
[8,7]
[7,7]
[8,7]
[8,0]
[9,0]
[9,1]
[9,0]
[9,7]
[8,7]
[9,7]
[10,7]
[0,7]
[10,7]
[10,6]
[0,6]
[0,7]
[0,6]
[0,5]
[10,5]
[0,5]
[10,5]
[10,6]
[0,6]
[0,7]
[1,7]
[1,0]
[1,1]
[2,1]
[3,1]
[4,1]
[3,1]
[3,0]
[4,0]
[4,7]
[4,0]
[3,0]
[4,0]
[5,0]
[5,7]
[4,7]
[3,7]
[3,0]
[3,7]
[3,6]
[4,6]
[3,6]
[3,5]
[2,5]
[3,5]
[3,4]
[3,5]
[4,5]
[4,6]
[4,7]
[4,6]
[4,5]
[4,6]
[4,5]
[5,5]
[5,4]
[5,5]
[5,6]
[5,7]
[5,0]
[4,0]
[3,0]
[3,7]
[3,6]
[3,7]
[3,6]
[3,7]
[2,7]
[3,7]
[3,0]
[3,7]
[2,7]
[3,7]
[4,7]
[5,7]
[5,0]
[6,0]
[6,1]
[6,2]
[6,3]
[6,2]
[7,2]
[7,3]
[6,3]
[7,3]
[7,2]
[7,1]
[7,2]
[7,3]
[7,2]
[7,1]
[8,1]
[8,2]
[9,2]
[9,1]
[8,1]
[8,2]
[9,2]
[9,1]
[10,1]
[0,1]
[10,1]
[9,1]
[10,1]
[0,1]
[0,0]
[10,0]
[0,0]
[10,0]
[0,0]
[0,1]
[0,2]
[0,1]
[10,1]
[10,2]
[0,2]
[10,2]
[9,2]
[9,1]
[8,1]
[7,1]
[7,2]
[7,1]
[6,1]
[6,2]
[7,2]
[6,2]
[6,1]
[5,1]
[4,1]
[4,0]
[4,7]
[4,0]
[5,0]
[5,7]
[4,7]

==============================

=== RAW STREAM ENTRY (Tokens: 62) ===
Parameters: z=142, gravity=15.0, tier=1, grid=default
Grid: 10x6
InitialState: (0, 2)
Actions: ['west', 'east', 'north', 'south', 'east', 'north', 'south', 'south', 'west', 'west', 'east', 'east', 'west', 'south', 'west', 'east', 'west', 'south', 'west', 'east', 'south', 'south', 'north', 'north', 'east', 'north', 'south', 'west', 'east', 'east', 'east', 'south', 'east', 'east', 'east', 'north', 'west', 'north', 'east', 'east', 'west', 'east', 'south', 'east', 'west', 'east', 'north', 'north', 'west', 'south', 'west', 'east', 'south', 'west', 'west', 'west', 'east', 'north', 'south', 'west', 'west', 'west', 'north', 'east', 'north', 'west', 'south', 'west', 'south', 'east', 'west', 'east', 'north', 'east', 'south', 'south', 'north', 'east', 'south', 'east', 'south', 'south', 'north', 'south', 'south', 'west', 'east', 'north', 'east', 'west', 'east', 'east', 'south', 'west', 'south', 'south', 'north', 'west', 'east', 'west', 'south', 'east', 'west', 'north', 'north', 'north', 'south', 'north', 'south', 'west', 'north', 'west', 'south', 'south', 'south', 'south', 'east', 'north', 'west', 'west', 'west', 'north', 'north', 'north', 'north', 'west', 'east', 'east', 'north', 'north', 'south', 'west', 'north', 'east', 'west', 'east', 'west', 'east', 'south', 'west', 'west', 'east']
TransitionRules: {'north': {'dx': 0, 'dy': 1}, 'south': {'dx': 0, 'dy': -1}, 'east': {'dx': 1, 'dy': 0}, 'west': {'dx': -1, 'dy': 0}}
EnvironmentMetadata: seed=6430, tier=1, gravity=15.0, z=142, grid_key=default, model_id=MAI-Thinking-1, tier_name=semantic_disruption, experiment_hash=494884731f1f8ba79763dbfa942d6ef28d44e30ab49c4d822b83aa0bb3397db2
Latency(ms): 61862.916
InputTokens: 2971
OutputTokens: 2
------------------------------
[MODEL OUTPUT]:
[EXCEPTION]

[GROUND TRUTH EXPECTED]:
[0,2]
[9,2]
[0,2]
[0,3]
[0,2]
[1,2]
[1,3]
[1,2]
[1,1]
[0,1]
[9,1]
[0,1]
[1,1]
[0,1]
[0,0]
[9,0]
[0,0]
[9,0]
[9,5]
[8,5]
[9,5]
[9,4]
[9,3]
[9,4]
[9,5]
[0,5]
[0,0]
[0,5]
[9,5]
[0,5]
[1,5]
[2,5]
[2,4]
[3,4]
[4,4]
[5,4]
[5,5]
[4,5]
[4,0]
[5,0]
[6,0]
[5,0]
[6,0]
[6,5]
[7,5]
[6,5]
[7,5]
[7,0]
[7,1]
[6,1]
[6,0]
[5,0]
[6,0]
[6,5]
[5,5]
[4,5]
[3,5]
[4,5]
[4,0]
[4,5]
[3,5]
[2,5]
[1,5]
[1,0]
[2,0]
[2,1]
[1,1]
[1,0]
[0,0]
[0,5]
[1,5]
[0,5]
[1,5]
[1,0]
[2,0]
[2,5]
[2,4]
[2,5]
[3,5]
[3,4]
[4,4]
[4,3]
[4,2]
[4,3]
[4,2]
[4,1]
[3,1]
[4,1]
[4,2]
[5,2]
[4,2]
[5,2]
[6,2]
[6,1]
[5,1]
[5,0]
[5,5]
[5,0]
[4,0]
[5,0]
[4,0]
[4,5]
[5,5]
[4,5]
[4,0]
[4,1]
[4,2]
[4,1]
[4,2]
[4,1]
[3,1]
[3,2]
[2,2]
[2,1]
[2,0]
[2,5]
[2,4]
[3,4]
[3,5]
[2,5]
[1,5]
[0,5]
[0,0]
[0,1]
[0,2]
[0,3]
[9,3]
[0,3]
[1,3]
[1,4]
[1,5]
[1,4]
[0,4]
[0,5]
[1,5]
[0,5]
[1,5]
[0,5]
[1,5]
[1,4]
[0,4]
[9,4]
[0,4]

==============================

=== RAW STREAM ENTRY (Tokens: 62) ===
Parameters: z=142, gravity=15.0, tier=2, grid=default
Grid: 6x5
InitialState: (4, 3)
Actions: ['south', 'east', 'east', 'west', 'north', 'south', 'east', 'east', 'south', 'south', 'east', 'east', 'west', 'south', 'east', 'south', 'east', 'south', 'south', 'north', 'east', 'south', 'north', 'west', 'west', 'north', 'east', 'north', 'west', 'south', 'east', 'west', 'north', 'north', 'south', 'east', 'north', 'north', 'north', 'north', 'west', 'south', 'east', 'east', 'north', 'north', 'east', 'north', 'north', 'east', 'west', 'west', 'east', 'north', 'west', 'south', 'east', 'east', 'west', 'west', 'south', 'south', 'north', 'east', 'west', 'west', 'north', 'south', 'east', 'west', 'west', 'east', 'north', 'south', 'east', 'east', 'west', 'north', 'west', 'north', 'south', 'north', 'north', 'south', 'north', 'west', 'west', 'north', 'north', 'north', 'north', 'west', 'west', 'east', 'north', 'north', 'north', 'south', 'east', 'east', 'west', 'north', 'west', 'south', 'west', 'north', 'east', 'east', 'east', 'west', 'east', 'south', 'east', 'west', 'east', 'west', 'south', 'east', 'north', 'east', 'east', 'north', 'east', 'north', 'west', 'west', 'north', 'north', 'west', 'south', 'north', 'east', 'west', 'east', 'north', 'south', 'east', 'east', 'north', 'south', 'north', 'west']
